product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,DE,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,DE,Yes,Closed with non-monetary relief,4
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,FL,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,FL,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,GA,Yes,Closed with non-monetary relief,13
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,HI,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,ID,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,IL,Yes,Closed with non-monetary relief,11
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,IN,Yes,Closed with non-monetary relief,13
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,KS,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,KY,Yes,Closed with non-monetary relief,10
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,LA,Yes,Closed with non-monetary relief,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,Web,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",April 2022,MA,Yes,Closed with explanation,1
